firma,street,plz,city,country,country_code,local_phone_number,anrede,vorname,nachname
NN,Seestr. 10 ,83370,Seeon-Seebruck,DE,49,86242189,,,
NN,Bataverweg 27 ,22455,Hamburg,DE,49,4055260874,,,
NN,Paul-Illhardt-Str. 135 ,39218,Schönebeck (Elbe),DE,49,3928403508,,,
NN,Am Dürrenberg 1 ,63875,Mespelbrunn,DE,49,63222792,,,
NN,Neustädter Str. 1 ,23743,Grömitz,DE,49,45626194,,,
NN,Nogatstr. 30 ,12051,Berlin,DE,49,3062844600,,,
NN,Am Spiek 1 ,26899,Rhede (Ems),DE,49,6491800,,,
NN,Lönsweg 95 ,40822,Mettmann,DE,49,210470900,,,
NN,Jägerstr. 3 ,84576,Teising,DE,49,8633508044,,,
NN,Wandsbeker Chaussee 117 ,22089,Hamburg,DE,49,4021908991,,,
NN,Leopoldstr. 101 ,80802,München,DE,49,8938898588,,,
NN,Hintere Str. 33 ,73265,Dettingen Unter Teck,DE,49,702155328,,,
NN,Richard-Wagner-Str. 8 ,95152,Selbitz,DE,49,928095111,,,
NN,Schubertstr. 18 ,12555,Berlin,DE,49,3065880200,,,
NN,Danziger Str. 12 ,69514,Laudenbach,DE,49,6201790114,,,
NN,Hauptstr. 25 ,82467,Garmisch-Partenkirchen,DE,49,882153012,,,
NN,Tinkhöfe 29 ,45731,Waltrop,DE,49,23094348,,,
NN,Tannenstr. 9 ,35099,Burgwald,DE,49,64518440,,,
NN,Nobistor 29 ,22767,Hamburg,DE,49,4033442832,,,
NN,Sommestr. 8 ,83026,Rosenheim,DE,49,803141238,,,
NN,Waldstr. 2 ,84085,Langquaid,DE,49,94521472,,,
NN,Tobrukstr. 1 ,82031,Grünwald,DE,49,896496070,,,
NN,Roxheimer Str. 2 ,55595,Gutenberg,DE,49,67068498,,,
NN,Werner-Hilpert-Str. 133 ,65197,Wiesbaden,DE,49,611464905,,,
NN,Hannoversche Str. 92 ,30627,Hannover,DE,49,511561007,,,
NN,Königstr. 15B ,32584,Löhne,DE,49,57326407,,,
NN,Am Ellernberg 2 ,32602,Vlotho,DE,49,573395781,,,
NN,Seeshaupter Str. 48 ,82377,Penzberg,DE,49,88567035,,,
NN,Ledergasse 16a ,79725,Laufenburg (Baden),DE,49,776320143,,,
NN,Mainzer Str. 6 ,63303,Dreieich,DE,49,607484100,,,
NN,Crailsheimer Weg 4 ,89522,Heidenheim an der Brenz,DE,49,7321955455,,,
NN,Ludwig-Erhard-Str. 18 ,64653,Lorsch,DE,49,6251610307,,,
NN,Neißeweg 12 ,31275,Lehrte,DE,49,51751240,,,
NN,Parade 4 ,23552,Lübeck,DE,49,4517098771,,,
NN,Lilienstr. 81 ,81669,München,DE,49,8969380330,,,
NN,Hauptstr. 49 ,55237,Flonheim,DE,49,67341281,,,
NN,Bismarckstr. 97 ,41061,Mönchengladbach,DE,49,2161209213,,,
NN,Bessunger Str. 19 ,64285,Darmstadt,DE,49,615145789,,,
NN,Friedrichstr. 76 ,10117,Berlin,DE,49,302887580,,,
NN,Neerstr. 5 ,47665,Sonsbeck,DE,49,28383957,,,
NN,Ernst-Giller-Str. 20 ,35039,Marburg,DE,49,6421614053,,,
NN,Zweiter Polderweg 12 ,26723,Emden,DE,49,2165758,,,
NN,Offheimer Weg 46a ,65549,Limburg an der Lahn,DE,49,643191670,,,
NN,Kemauthen 9 ,94542,Haarbach,DE,49,8535364,,,
NN,Kuehnstr. 13 ,22045,Hamburg,DE,49,40667939,,,
NN,Bakernhof 1 ,34477,Twistetal,DE,49,5695991370,,,
NN,Hauptstr. 58 ,55743,Kirschweiler,DE,49,678133335,,,
NN,Sandbergstr. 9 ,64732,Bad König,DE,49,6063912241,,,
NN,Lahnstr. 34 ,35216,Biedenkopf,DE,49,64619330,,,
NN,Oettingenstr. 67 ,80538,München,DE,49,8921809331,,,
NN,Setzerweg 18 ,82490,Farchant,DE,49,882161772,,,
NN,Schafäckerstr. 2 ,74189,Weinsberg,DE,49,713421618,,,
NN,Massener Str. 16 ,59423,Unna,DE,49,230314298,,,
NN,Hafenstraße 5 ,66111,Saarbrücken,DE,49,6813016250,,,
NN,Hundsberger Str. 16 ,73642,Welzheim,DE,49,71826584,,,
NN,Schultheißenweg 40 ,60489,Frankfurt am Main,DE,49,69780099,,,
NN,Ottostrasse 3 ,63150,Heusenstamm,DE,49,610467656,,,
NN,Siebenbürgenstr. 11 ,65385,Rüdesheim am Rhein,DE,49,67223867,,,
NN,Blütenstr. 33 ,86558,Hohenwart,DE,49,84431833,,,
NN,Peter-Knecht-Str. 4 ,42651,Solingen,DE,49,2122246592,,,
NN,Reutackerstr. 27 ,79591,Eimeldingen,DE,49,7621705837,,,
NN,Roter Sandberg 2 ,54595,Prüm,DE,49,65513403,,,
NN,Loccumer Str. 45 ,32469,Petershagen,DE,49,57057705,,,
NN,Spichernstr. 22-26 ,30161,Hannover,DE,49,51133920,,,
NN,Brambachstr. 35 ,51069,Köln,DE,49,2216806466,,,
Non Hair,Düsseldorfer Str. 26 ,51379,Leverkusen,DE,49,1738044595,,,
Norbert Gaspar,Industriestr. 45 ,54687,Arzfeld,DE,49,65501260,,,
Nord-Kurs GmbH & Co. KG,Industriestraße 9 ,52525,Heinsberg,DE,49,24521060717,,,
NORDSEE GmbH,Pferdemarkt 1 ,31785,Hameln,DE,49,51511069190,,,
Nordwind Media Druck- und Verlagsgesellschaft mbH,Verdener Str. 8 ,29640,Schneverdingen,DE,49,51939869907,,,
Novum Hotel Gates Berlin Charlottenburg,Knesebeckstraße 8-9 ,10623,Berlin,DE,49,30311060,,,
Nowak Immobilien,Birkenwaldstrasse 28 ,70191,Stuttgart,DE,49,7117878743,Herr,Michael,Nowak
nowakrenovierung-service,Carl-Ulrich-Straße 9,63128,Dietzenbach,DE,49,1778285268,,,
Nowu Handelsgesellschaft mbH & Co. KG,Wierlings Busch 77 ,48249,Dülmen,DE,49,25947831680,,,
NP-Markt Sülzetal - Osterweddingen,Dodendorfer Str. 17c ,39171,Sülzetal,DE,49,39205457983,,,
NU Gaststätten GmbH,Schlüterstr. 55 ,10629,Berlin,DE,49,3034540913,,,
Nur Hier GmbH,Wandsbeker Marktstr. 1 ,22041,Hamburg,DE,49,4063643447,Herr,Peyman,Shojaei
NÜRNBERGER Versicherung - Manfred Heckert,Eichenallee 21 ,16341,Panketal,DE,49,304710119,,,
Nutzfahrzeuge Bruck GmbH & Co. KG,Bürgermeister-Berger-Str. 10 ,92436,Bruck in der Oberpfalz,DE,49,94349019251,Herr,Christian,Baumstark
Oberüber Bestattungen Inh. F. Oberüber,Pirnaer Landstr. 152 ,1257,Dresden,DE,49,35121091599,Herr,,Oberüber
Obstkörble & Blumen,Neuffenstraße 2,70806,Kornwestheim,DE,49,71549677502,,,
Oefner GmbH Zimmerei-Holzbau,Freisinger Straße 59B,85221,Dachau,DE,49,813136220,,,
Ofenbau Unterseher GmbH,Kufsteiner Str. 49 ,83126,Flintsbach am Inn,DE,49,,Herr,Georg,Unterseher
Ofenstudio Henke,Hachener Straße 80,59846,Sundern (Sauerland),DE,49,29359665899,,,
OFM Communications,Kulmbacher Str. 72 ,96224,Burgkunstadt,DE,49,957275660,,,
OK Logistik,Anna-Birle-Straße 9,55252,Wiesbaden,DE,49,206134205640553,,,
OK Umzüge Köln - Transport & Logistik,Bremer Straße 3,50670,Köln,DE,49,15730313233,,,
Ökohaus Namasté,Hochstraße 110,90522,Oberasbach,DE,49,91171538050,,,
ÖkoMorph,Altmüllerstr. 6 ,34117,"Kassel, Hessen",DE,49,15208820642,,,
Olaf Jäger,Auf dem Schafberge 2,7743,Jena,DE,49,1733711379,,,
Olaf Sebekow Elektro + Gebäudetechnik,Gruberzeile 87 ,13593,Berlin,DE,49,303649920,,,
Oldieman GmbH,Westfalenstr. 10 ,58455,Witten,DE,49,1629209372,,,
Oliver Leis,Schulstr. 2 ,66851,Linden,DE,49,17696706262,,,
Omnibus Fischinger GmbH,Münchener Str. 9 ,85540,Haar,DE,49,802218080,,,
ON Metall GmbH,Zum Dümpel 60 ,59846,Sundern,DE,49,29338064913,,,
Onkel Jule,Schiffbrücke 29,24939,Flensburg,DE,49,4611602954,,,
Onyx Rohr- und Kanal-Service GmbH,Heinrich-Hertz-Str. 5 ,69190,Walldorf,DE,49,51196690771,,,
OOWV Rohrnetzbetriebsstelle Wiesedermeer,Wiesedermeerer Hauptstraße 29 ,26446,Friedeburg,DE,49,489180111,,,
Optik das optik- & akustikhaus GbR,Hauptstr. 49 ,83324,Ruhpolding,DE,49,86634191759,,,
Optik Federleicht im Medical Center,Düesbergweg 128,48153,Münster,DE,49,25128916839,,,
Optik Plessin,Bahnhofplatz 1,9400,Schleifen,AT,43,5236001,,,
Optik Spieker,Am Abdinghof 30 ,33098,Paderborn,DE,49,525125839,,,
Optik Wiegand Würzburg |...,Theaterstr. 12 ,97070,Würzburg,DE,49,93155592,,,
optimum GmbH,Lauschaer Straße 4,90522,Oberasbach,DE,49,42169673061,Herr,York,Hannemann
OR-Imports,Bahnhofstraße 77C ,33142,Büren,DE,49,15154807819,,,
Orgelbau Schumacher GmbH,Raerener Str. 12 ,52076,Aachen,DE,49,24086683,Herr,Guido,Schumacher
Orientalischen Süßwaren,Bulmannstraße 14,90459,Nürnberg,DE,49,17666678960,,,
Orterer Getränkemärkte GmbH,Limesstr. 51 ,81243,München,DE,49,89870362,,,
OSNATECH GmbH,Ridlerstraße 57,80339,München,DE,49,54029650760,Herr,Matthias,Mittelviefhaus
Ostergaard Immobilien Berlin GmbH,Neue Grünstr. 17 ,10179,Berlin,DE,49,1741669981,Herr,Anders,C. Østergaard
Osteria La Favorita,Ernsthofstraße 1 ,63739,Aschaffenburg,DE,49,1796941366,,Osteria La Favorita,
Osteria Paradiso,Via Valle Verzasca 22,6632,Verzasca,CH,41,917451081,,,
Ostseefieber,Weinholdweg 5 ,14089,Berlin,DE,49,1774113856,,,
OTON Invest GmbH,Löhnfeld 26 ,21423,"Winsen, Luhe",DE,49,41716905940,Herr,Michael,Leuschner
Otto Gutmann,Hornweg 9 ,79674,Todtnau,DE,49,7671773,,,
Otto Rempp,Neugasse 30 ,68782,Brühl,DE,49,620271144,,,
Ottolina Deutschland GmbH,Ludwigstr. 17 ,97070,Würzburg,DE,49,93135100,Herr,Stefano,Giovanzani
Overcut,Graupfortstr. 10 ,65549,Limburg,DE,49,64312176666,,,
Öz Urfa Edessa,Rathausweg 36,49661,Cloppenburg,DE,49,44719580490,,,
P. Rixner,Klosterrichterweg 6 ,83684,Tegernsee,DE,49,802293039,,,
P.S.- Lektorat,Jennerstr. 23 ,53332,Bornheim,DE,49,22279239500,,P.S.- Lektorat,
Pa & Te Gebäudereinigung & Servicegesellschaft UG (haftungsbeschränkt),Otto-Hahn-Str. 11 ,63179,Obertshausen,DE,49,6104409269,,,
Pädagogische Schülerhilfe,Poststr. 27 ,66663,Merzig,DE,49,68619375410,,,
Painting Diamond,Seelandweg 10,24109,Kiel,DE,49,15124669567,,,
Palmen,Quellstr. 20 ,52538,Gangelt,DE,49,24549376900,,,
Pannrucker GmbH,Theodor-Heuss-Str. 11 ,53177,Bonn,DE,49,2281845649,,Daniel Maria,Pannrucker
Paparazzi Cafe,Benediktsplatz 4 ,99084,Erfurt,DE,49,3615411803,,,
Papillon Geschenke,Breslauer Straße 1A,66121,Saarbrücken,DE,49,,,,
PARA Hausbau & Projektabwicklung GmbH,Lammetshofweg 28 ,50858,Köln,DE,49,2215007120,Herr,Gholam Reza Ali,Akbari
Paradigma Tennis GmbH,Zossener Str. 41 ,10961,Berlin,DE,49,3055573460,Herr,Ulrich,Reuther
Parcel Logistics + Systems,Rohrstraße 10,58093,Hagen,DE,49,2331359090,,,
Parkett & Fußbodentechnik Felkel,Sportplatzstraße 54,85716,Unterschleißheim,DE,49,,,,
Pars Teppiche Ghoreishi,Böblinger Straße 43 ,70199,Stuttgart,DE,49,15734892163,,,
Party Service und Restaurant AL-Gebra,Amsterdamer Str. 2 ,47167,Duisburg,DE,49,2035185508,,,
Pateo FinanzDirekt GmbH,Heinrich-Julius-Straße 17 ,38820,Halberstadt,DE,49,39416789086,,,
Patricia Ott,Saarlandstr. 17 ,22303,Hamburg,DE,49,40276707,,,
Patrick Pleul Fotograf,Alte Frankfurter Str. 3 ,15236,Jacobsdorf,DE,49,1712624252,,,
Patrick Wild Fotografie,Ohlmüllerstr. 17 ,81541,München,DE,49,1713132315,,,
Paul Elektromeister Schmitt,Gartenstr. 5 ,97708,Bad Bocklet,DE,49,97081076,,,
Paul Schneider,Mozartstr. 17 ,51597,Morsbach,DE,49,22949005784,,,
Paul Wiesner,Am Steinberg 81 ,90453,Nürnberg,DE,49,911636410,,,
Pauline Friseur Pauline,Erich-Weinert-Str. 55 ,10439,Berlin,DE,49,3047363770,,,
PAZVANTOV BAU,Rohrbrunner Weg ,63128,Dietzenbach,DE,49,15776868938,,,
PCI Pöllmann Consulting International,Am Spittlberg 24 ,92237,Sulzbach-Rosenberg,DE,49,96618771850,,,
PCR-Labor-Services,Hauptstraße 124-126 ,77855,Achern,DE,49,78416739920,,PCR-Labor-Services,
PE Pazifik-Exklusiv-Reisen GmbH,Theaterstraße 8,30159,Hannover,DE,49,5113889282,,,
Pegasus - new media,Alte Landstraße 23 ,85521,Ottobrunn,DE,49,8963287557,,,
Peko die Schuh GmbH,Ostwall 30,47608,Geldern,DE,49,414334,Herr,Gerhard,Preuss
Pension am Anger,Alfred-Kowalke-Str. 34 ,10315,Berlin,DE,49,3055226281,,,
Pension Bei Heike - Handwerk sucht Zuhause,Leonhard-Schwarz-Straße 16,97711,Maßbach,DE,49,97337838630,,,
Pension Bella Vista,Moltkestraße 57,44866,Bochum,DE,49,232761971,,,
Pension Restaurant Hirschen,Via da Lü 46,7534,Val Müstair,CH,41,818585181,,,
peoplesound Veranstaltungstechnik,Kämmerle 10 ,72229,Rohrdorf bei Nagold,DE,49,745260501811,,,
Perfect Clean,Zum Mahracker 29 ,41836,Hückelhoven,DE,49,15785030702,,,
Perfect Nails by Anne,Darperkamp 7,46325,Borken,DE,49,2862416147,,,
Perfect Shine Artland,Zum Druchhorner Mersch 38,49577,Ankum,DE,49,1713347972,,,
PeriCo Solutions GmbH,Gewerbestr. 11 ,8115,"Lichtentanne, Sachsen",DE,49,37587395570,Herr,Uwe,Müller
Perlik Christian,84028,84028,Landshut,DE,49,87124133,,,
Personentransportservice Carsten Friedel, ,7545,,DE,49,36577365422,,,
Pesco Mare - Trattoria - Pizzeria - cucina originale italiana,Eppendorfer Weg 102 ,20259,Hamburg,DE,49,4055775878,,,
Pet-Fit Tiernahrung Teampartner,Hansastr. 5 ,21502,Geesthacht,DE,49,415279808,,,
PETADILLY GmbH,Alramstr.  20,81371,München,DE,49,8954802947,,,
Peter Brueggemann,Hollmannstr. 80 ,24148,Kiel,DE,49,4316436087,,,
Peter Grube,Fahrener Weg 101 ,27777,Ganderkesee,DE,49,42225213,,,
Peter Heldt Ingenieurbüro,Tulpenstr. 1 ,44289,Dortmund,DE,49,23173981,,,
Peter Hummel,Plankentalstr. 39 ,88422,Bad Buchau,DE,49,758291290,,,
Peter Kalecinski,Chaudronstraße 17,45884,Gelsenkirchen,DE,49,20912175,,,
Peter Kämper,Mühlenstraße 3,33607,Bielefeld,DE,49,521124659,,,
Peter Layendecker,Hinter Mont 23 ,56253,Treis-Karden,DE,49,26722987,,,
Peter Schumacher Kalthofer Grill,Kalthofer Str. 14 ,58640,Iserlohn,DE,49,237144570,,,
Peter Seck Kfz-Reparaturwerkstatt,Wiescherstr. 18 ,44623,Herne,DE,49,2323450011,,,
Peter Setzler,Ebersteinburger Straße 5,76530,Baden-Baden,DE,49,722126557,,,
Peter Späte,Bramkampweg 30 ,22949,Ammersbek,DE,49,410240461,,,
Petite Fleur,Kranichfelder Straße 103,99099,Erfurt,DE,49,3615508570,,,
Petra Delkus Medizinische Fußpflege,Klarastr. 13 ,42107,Wuppertal,DE,49,202455469,,,
Petra Schmidt Diät-u.Ernährungsberatung,Zwötzener Straße 93,7551,Gera,DE,49,3655526865,,,
Petsch Rita,Stauffenbergallee 7 ,1099,Dresden,DE,49,3518012216,,,
Petzhold & Minge GmbH Landschaftsgestaltung Gartenbau,Mannheimer Str. 4 ,16515,Oranienburg,DE,49,3301704450,,,
Peva Gebäudereinigung,Karl-Morian-Str. 34 ,47167,Duisburg,DE,49,20372844080,,,
Pfefferschote Grill-Imbiss,Zur Hünenpforte 9,58093,Hagen,DE,49,23348085941,Frau,Omorfili,Barton
Pferde-Wohl UG (haftungsbeschränkt),Oberstraße 3,47829,Krefeld,DE,49,21518937390,,,
Pflegehelden Bodensee,Am Erlenbach 4 ,88662,Überlingen,DE,49,75519388477,,,
Pflegeland Intensiv,Regentenstraße 49 ,42389,Hilden,DE,49,15758250953,,Pflegeland Intensiv,
Pflemo - Ambulanter Pflegedienst Britta Stockmann,Eiserfelder Straße 446,57080,Siegen,DE,49,2713510559,,,
PHI Reha-Kom GmbH & Co. KG,Lohbrügger Kirchstr. 25 ,21033,Hamburg,DE,49,4018009896,,,
PHOTO TK,Karolinenstraße 24,45883,Gelsenkirchen,DE,49,17625182447,,,
"Physisplus, Praxis für Physiotherapie",sandwıesenstrasse7 ,72793,Pfullingen,DE,49,712197938,Herr,,
Piazza Media GmbH,Krumme Str. 54 ,10627,Berlin,DE,49,3099199000,Herr,Peer,Jalowietzki
"Pilates, Nia, Yoga & Wellness",Am Henschelberg 8/1 ,74821,Mosbach,DE,49,62616742474,,,
Pils Stüble,Bahnhofplatz 5 ,75175,Pforzheim,DE,49,72314253100,,,
Piontek Growth Consulting,Goldbergstraße 84 ,45894,Gelsenkirchen,DE,49,2099773007,,,
pitstop.de GmbH,Schwarzer Weg 87 ,31224,Peine,DE,49,5171581002,,,
Pizza Bringdienst Scervino Giuseppe,Stormstr. 13 ,38226,Salzgitter,DE,49,1719597755,,,
Pizza City in Herne ️,An der Kreuzkirche 9,44623,Herne,DE,49,,,,
Pizza Döner Express,Michaelweg 64,48149,Münster,DE,49,1787820186,,,
Pizza Star Inh.: Nilofar Wali,Detmolder Str. 74 ,33100,Paderborn,DE,49,52511438283,,,
Pizzahelden Deggendorf,Bahnhofstrasse 6B ,94526,Deggendorf,DE,49,15116715757,,Pizzahelden Deggendorf,
Pizzahouse,Winterstetter Straße 14 ,88436,Eberhardzell,DE,49,15219251845,,Mehmood,Arshad
Pizzeria Schlössli,Meiniswilstrasse 2,4912,Aarwangen,CH,41,788915955,,,
Pizzeria Taverne,In der Au 8 ,74889,Sinsheim,DE,49,726163978,,,
Pizzeria Trattoria il padrino,Vulkanstraße 40,40227,Düsseldorf,DE,49,21177936444,,,
PL-Service,Schloßstraße 8,85221,Dachau,DE,49,17676343428,,,
Plaga und Spehar GbR,Stüvestr. 15 ,45144,Essen,DE,49,2017509075,,,
Planungsbüro Bartl,Pfarrer-Klaas-Str. 9 ,83059,Kolbermoor,DE,49,803194853,,,
Planungsgruppe Rhein-Ruhr GmbH,Bonifaciusring 13 ,45309,"Essen, Ruhr",DE,49,201557577,Herr,Hans-Georg,Heger
PLASPA,Magdeburger Straße 2,32423,Minden,DE,49,23697459310,,PLASPA,klaus mast
Platin397 GmbH,Audenstraße 1a ,61348,Bad Homburg vor der Höhe,DE,49,61726816760,,,
Plugge GbR Schweinemast,Engberdingdamm 8,48268,Greven,DE,49,257598086,,Natascha,Plugge
Plymoth Plymex,Zilzkreuz 14 ,53604,Bad Honnef,DE,49,22249885311,Herr,,Briese
Pokalservice Hobbensiefken,Judith-von-Eßen-Str. 19,26316,Varel,DE,49,1725265118,,,
Polsterei Thomas Ziegenhorn,Raakower Teichstraße 2,3116,Drebkau,DE,49,35602776,,,
Pomaranik GmbH,Krämerstraße 21 ,63450,Hanau,DE,49,15229521239,,Wiktor,Pomaranik
Pontu GmbH,Hasenheide 64 ,10967,Berlin,DE,49,30428019,Herr,Michiel,Schoenmaker
Pool Zentrale FSH Freizeit-Spiel-Heimwerkershop-GmbH,Egelsee 20 ,93354,Siegenburg,DE,49,94449811463,,,
Poschenrieder Stefan / IT Poschenrieder Computerdienstleistung,Am Schelmenbach 18 ,77723,Gengenbach,DE,49,7803926915,,,
Poster,Görlitzer Str. 11 ,37085,Göttingen,DE,49,56529290075,,,
Power Plate Ladies Club,Alte Mainzer Str. 5 ,55129,Mainz,DE,49,61315535226,,,
pplus.de steht zum Verkauf,Robert-Bosch-Str. 15 ,86551,Aichach,DE,49,8251878580,,,
PQE Deutschland GmbH,Bergfeldstr. 1 ,83607,"Holzkirchen, Oberbayern",DE,49,81221775060,Herr,Markus,Sappl
Praxis am Zoo,Waldschmidtstraße 127a,60314,Frankfurt am Main,DE,49,6926024150,Herr,Viktor,Arheit
Praxis für Begleitende Kinesiologie,Ludwigstraße 17 ,86916,Kaufering,DE,49,16090874515,,Praxis für Begleitende Kinesi,
Praxis für Ergotherapie Katja Köhn,Bunsenstraße 1 ,69190,Walldorf,DE,49,62278411444,,,
Praxis für Ernährungstherapie und orthomolekulare Medizin Inhaber: Bernd Reissland,Im Mohn 8,70806,Kornwestheim,DE,49,71547370,,,
Praxis Für Physiotherapie und Massage Sarah Goldschmidt, ,24855,,DE,49,4625822110,,,
Praxis für Tiernaturheilkunde Stefanie Jänsch,Grenzbergweg  10,12589,Berlin,DE,49,15150674499,,,
Praxis Grüne Insel in der Dinglinger-Villa,Hockeyweg 9 ,1326,Dresden,DE,49,3514173404,,Pirka Meubrink,
Premio Reifen + Autoservice,Albert-Schweitzer-Str. 6 ,87527,Sonthofen,DE,49,83212311,,,
Presse-Becker GmbH,Marktstr. 18 ,37115,"Duderstadt, Niedersachsen",DE,49,5527849731,Herr,Martin,Becker
Prima Gebäudereinigung GbR,Warnckesweg 8 ,22453,Hamburg,DE,49,4060773685,,,
Prima Gebäudereinigung GmbH,Am Brabrinke 14,30519,Hannover,DE,49,51151514645,,,
PrintyourBag Germany,Frickestraße 2,4105,Leipzig,DE,49,1775476700,,,
Prison Bau & Sanierung,Kaiserstraße 69,66424,Homburg,DE,49,68419767736,,,
PRO-ASYL,Moselstraße 4 ,60329,Frankfurt am Main,DE,49,692423140,,,
pro-valuta GmbH,Herzog-Heinrich-Str. 18 ,80336,München,DE,49,8914838652,Herr,Gerhard,Albers
PROFAIR INVEST GmbH,Hamtorstr. 21 ,41460,Neuss,DE,49,21317181260,Herr,Uwe,Groh
Profibau - Fliesenleger Hamburg,Billstedter Hauptstraße 34,22111,Hamburg,DE,49,17647849276,,,
proinest Versicherungsservice,Warzaer Straße 12a ,99867,Gotha,DE,49,36212237022,,proinest Versicherungsservice,
Pröpper Kanaltechnik GmbH,Uentropstraße 1a ,57392,Schmallenberg,DE,49,29729612700,,,
Protec Solutions GmbH,Birkenallee 17 ,46395,Bocholt,DE,49,28712920667,,,
protendis GmbH & Co. KG,Steinerne Furt 76 ,86167,Augsburg,DE,49,82145012133,,,
prowin energy management GmbH,Lutherplatz 6 ,6110,"Halle, Saale",DE,49,34597738910,Frau,Petra,Czekalla
proWissen Potsdam e. V. WIS im Bildungsforum,Am Kanal 47 ,14467,Potsdam,DE,49,3319774599,,,
Prümmer Bau aller Art,Tiergartenstr. 40 ,54595,Prüm,DE,49,17643320842,,,
PST Outplacement Beratung GmbH,Talstr. 1 ,74199,Untergruppenbach,DE,49,71316457588,Herr,Joachim Henner,Treiber
Psychoanalyse Sylt,Strandstraße 3-5 ,25980,Sylt,DE,49,1638027832,,Psychoanalyse Sylt,
Psychotherapie nach dem Heilpraktikergesetz Alexandra Münch,Marsstr. 14 ,91186,"Büchenbach, Mittelfranken",DE,49,16098985463,,,
Punjabi Taste Bonn,Siegburger Straße 2,53229,Bonn,DE,49,17646157661,,,
"Pünktchen, Komma, Strich",Dalbergstraße 3a ,55129,Mainz,DE,49,6136958274,Frau,Nadine,Wagner
Purax GmbH,Zechenring 9 ,44628,"Herne, Westfalen",DE,49,23239190010,Herr,Marko,Vogt
Q4 Seda Bau GmbH,Edisonstraße 52a ,12459,Berlin,DE,49,3053215717,,Q4 Seda Bau GmbH,
Qonos GmbH,Melanchthonstr. 59 ,75015,"Bretten, Baden",DE,49,72745379294,Frau,Hülya,Üreyil
Quantumpix GmbH,Königstieg 13 ,38118,Braunschweig,DE,49,53138722212,Herr,Christian,Schlobinski
quarterloop GmbH,Rödelstraße 1,88316,Isny im Allgäu,DE,49,83826042112,Herr,Matthias,Buck
Queck Röhren GmbH,Burgau 11 ,88525,Dürmentingen,DE,49,737195970,Herr,Wolfgang,Müller
Quintessentially Deutschland GmbH,Kopernikusstr. 9 ,81679,München,DE,49,8938037975,Herr,William John Gerard,Devine
Qupon GmbH,Immermannstr. 13 ,40210,Düsseldorf,DE,49,21116397791,Herr,Oreste,Graziano
R & B Dienstleistungen,Karlstraße 100,89073,Ulm,DE,49,73155218858,,,
R. Gabele,Kapitän-Romer-Str. 22 ,78465,Konstanz,DE,49,75337785,,,
R. Hammes,Am Kliepesch 9 ,50859,Köln,DE,49,223472589,,,
R. Karl jun.,Himmelreich 28,82487,Oberammergau,DE,49,88224926,,,
R+V Versicherung,Bahnhofstraße 16 ,37697,Lauenförde,DE,49,52737087,,,
R+V Versicherung,Bahnhofstraße 11 ,24217,Schönberg,DE,49,43443030,,,
R+V Versicherung,Süderquerweg 105 ,21037,Hamburg,DE,49,40793390,,,
R+V Versicherung,Grindelallee 137 ,20146,Hamburg,DE,49,4030918809,,,
Raab Karcher Baustoffhandel,Zehdenicker Str. 26 ,17268,Templin,DE,49,398720150,,,
Radlkiste,Heilig-Kreuz-Straße 30,86152,Augsburg,DE,49,82137121,,,
Raffay + Co.,Andreas-Meyer-Str. 31 ,22113,Hamburg,DE,49,4078107790,,,
Raiffeisen-Markt Senne,Friedrichsdorfer Straße 50,33659,Bielefeld,DE,49,521429170,,,
Rail Marketing Gas- und Chemie Umschlag GmbH,Gustav-Ricker-Straße 62,39120,Magdeburg,DE,49,,Herr,Heinz,Grossmann
Rainbow Sanierungen Berlin - Ronny Winter,Plauener Straße 163-165,13053,Berlin,DE,49,30214801860,,Jon,Shell
Rainbowcorals,An der Trift 4,99425,Weimar,DE,49,364388000,,,
Rainer Thiele Immobilienfinanzierung,Verdener Str. 11 ,28205,Bremen,DE,49,4217943991,,,
Rak Thai Wellness Massagen - Traditionelle Thaimassage,Dammstraße 35 ,53721,Siegburg,DE,49,22413978807,,nur per e mail,
Ralf Odenthal GmbH Containerdienst,Klinkenweg 8,50189,Elsdorf,DE,49,227482687,,,
Ralf Probst,Alte Poststr. 36b ,91257,Pegnitz,DE,49,9241809292,,,
Ralph Krämer GmbH,An der Ronne 59 ,50859,Köln,DE,49,22649469210,,,
Ramani Bau,Falkenstraße 2,40699,Erkrath,DE,49,15204218278,,Mirie,Ramani
Ramazan Kaya-Witt Textilien Itter-Boutique,Waldecker Straße 41,51065,Köln,DE,49,221621144,,,
Ramp.Space,Obere Wässere 5 ,72764,Reutlingen,DE,49,71214330785,,Ramp.Space,
Raßmann Bau GmbH & Co. KG,Strietkamp 38,24576,Bad Bramstedt,DE,49,,,,
Raumfabrik Interior Design & Immobilien GmbH,Trogenerstrasse 13,9450,Altstätten,CH,41,715211212,,,
Ravel,Ludwigstr. 91 ,63067,Offenbach,DE,49,698004525,,,
RAVOS Abbruch- und Containerdienst e.K.,Goldenbergstr. 1 ,50354,Hürth,DE,49,17622063602,,,
Raymond Schumann,Op den Dwarsblock 1 ,27478,Altenwalde,DE,49,47232534,,,
Re Reinigung (Gebäudereinigung),Wehringhauser Straße 11,58089,Hagen,DE,49,1782972439,,,
Rebotherm UG,Fasanenstraße 58 ,25462,Rellingen,DE,49,41016069631,,,
